0x710181c3e0,"AmiiboNpcDirector"
0x71018784d0,"alRenderMask"
0x71018784dd,"_n0"
0x71018784e1,"_c0"
0x71018784e5,"_t0"
0x71018784e9,"_u0"
0x71018784ed,"_u1"
0x71018784f1,"_u2"
0x71018784f5,"_u3"
0x71018784f9,"_w0"
0x71018784fd,"_i0"
0x7101878501,"足跡オブジェ"
0x7101878514,"ホスト同期タワーカメラ制御"
0x710187853c,"アクター追従塔カメラ"
0x710187855b,"IsEnableFishEye"
0x710187856b,"魚眼有効"
0x7101878578,"NoiseTetxureId"
0x7101878587,"ノイズテクスチャ"
0x71018785a0,"NoiseMixRate"
0x71018785ad,"ノイズ混ぜ合わせ率"
0x71018785c9,"NoiseScale"
0x71018785d4,"ノイズテクスチャスケール"
0x71018785f9,"NoiseOffset"
0x7101878605,"ノイズテクスチャオフセット"
0x710187862d,"CanvasTetxureId"
0x710187863d,"キャンバステクスチャ"
0x710187865c,"CanvasRepeat"
0x7101878669,"キャンバス地のリピート"
0x710187868b,"Min=0.f, Max=300.f"
0x710187869e,"CanvasMix"
0x71018786a8,"キャンバス地の割合"
0x71018786c4,"IndirectTexId"
0x71018786d2,"インダイレクトテクスチャ"
0x71018786f7,"IndirectScale"
0x7101878705,"インダイレクトのスケール"
0x710187872a,"IndirectTexScale"
0x710187873b,"インダイレクトテクスチャスケール"
0x710187876c,"IndirectTexOffset"
0x710187877e,"インダイレクトテクスチャオフセット"
0x71018787b2,"FishEyeParam"
0x71018787bf,"魚眼パラメータ"
0x71018787d5,"alRenderCartoon"
0x71018787e5,"Texture%s"
0x71018787ef,"temp_cartoon_draw"
0x7101878801,"IS_USE_CANVAS_TEX"
0x7101878813,"IS_USE_NOISE_TEX"
0x7101878824,"IS_USE_INDIRECT_TEX"
0x7101878838,"IS_USE_FISH_EYE"
0x7101878848,"uNoiseTexture"
0x7101878856,"uCanvasTexture"
0x7101878865,"uIndirectTexture"
0x7101878876,"uIndirectTexParam1"
0x7101878889,"uIndirectTexParam2"
0x710187889c,"uFishEyeParam"
0x71018788aa,"uParams2"
0x71018788b3,"uNoiseParam"
0x71018788bf,"uCanvasParam"
0x71018788cc,"None , PaintWater , PaintRough , ConcentrationLine"
0x71018788ff,"トゥーン描画"
0x7101878912,"ClampColor"
0x710187891d,"クランプカラー"
0x7101878933,"alRenderColorClamp"
0x7101878946,"color_clamp_draw_texture"
0x710187895f,"uOrgColor"
0x7101878969,"カラークランプ"
0x710187897f,"IsConstColor"
0x710187898c,"輪郭色を固定色にする"
0x71018789ab,"IsBold"
0x71018789b2,"太線"
0x71018789b9,"BoundDepth"
0x71018789c4,"深度エッジ境界値"
0x71018789dd,"EdgeEndDepth"
0x71018789ea,"エッジ有効深度"
0x7101878a00,"EdgePowerMin"
0x7101878a0d,"エッジ濃さ"
0x7101878a1d,"EdgeNormalEdgeBound"
0x7101878a31,"法線エッジ境界値"
0x7101878a4a,"輪郭色スケーリング(固定色有効の場合は色)"
0x7101878a86,"alEdgeEffect"
0x7101878a93,"Reduction"
0x7101878a9d,"cTextureEdge"
0x7101878aaa,"EdgeEffect"
0x7101878ab5,"REDUCTION_TYPE"
0x7101878ac4,"EDGE_TYPE"
0x7101878ace,"エッジ描画"
0x7101878ade,"RankinsStateDeleteScore"
0x7101878af6,"RankingStateGetApproxOrder"
0x7101878b11,"リソースシステム"
0x7101878b2a,"Localized"
0x7101878b34,"GraphicsInfo"
0x7101878b41,"Arc"
0x7101878b45,"SoundData/"
0x7101878b50,"TextureArc"
0x7101878b5b,"セーブデータスレッド"
0x7101878b7a,"save"
0x7101878b7f,"プレーヤー位置"
0x7101878b95,"プレーヤー位置手前"
0x7101878bb1,"可変中間位置"
0x7101878bc4,"alCubeMapGenerateMipmapMRT"
0x7101878bdf,"uTexCube"
0x7101878be8,"RefMipLevel"
0x7101878bf4,"NUM_SAMPLES"
0x7101878c00,"MAX_SAMPLES"
0x7101878c0c,"USING_HDR_TO_LDR_ENCODE"
0x7101878c24,"alCubeMapImportanceGGX"
0x7101878c3b,"Samples"
0x7101878c43,"cubemap_render_mem1"
0x7101878c57,"cubemap_render_mem2"
0x7101878c6b,"cubemap_render_mem1woC"
0x7101878c82,"cubemap_render_mem2woC"
0x7101878c99,"cubemap_filter"
0x7101878ca8,"cubemap_max_conv"
0x7101878cb9,"temp_elem"
0x7101878cc3,"tex_temp2d"
0x7101878cce,"position"
0x7101878cd7,"near"
0x7101878cdc,"far"
0x7101878ce0,"illuminant_dist"
0x7101878cf0,"gaussian_repetition_num"
0x7101878d08,"ぼかしパラメータ"
0x7101878d21,"Min = 0, Max = 20"
0x7101878d33,"rendering_repetition_num"
0x7101878d4c,"レンダリング回数"
0x7101878d65,"Min = 1, Max = 16"
0x7101878d77,"cubemap_unit"
0x7101878d84,"output_temp"
0x7101878d90,"%d%s"
0x7101878d95,"%s%d%s --output=%s.ftxb --format=%s --cubemap-back=%s%d%s --cubemap-left=%s%d%s --cubemap-right=%s%d%s --cubemap-bottom=%s%d%s --cubemap-top=%s%d%s"
0x7101878e29,"unorm_bc3"
0x7101878e33,"unorm_8_8_8_8"
0x7101878e41," --cubemap-front%d=%s%d%s --cubemap-back%d=%s%d%s --cubemap-left%d=%s%d%s --cubemap-right%d=%s%d%s --cubemap-bottom%d=%s%d%s --cubemap-top%d=%s%d%s"
0x7101878ed5,"File = %%NW4F_G3D_ROOT%%/Tools/Graphics/GraphicsTools/TextureConverter.exe, NoWindow = True, WindowStyle = Hidden, WaitEnd = True, Arg = %s"
0x7101878f61," \"%s%d%s\""
0x7101878f6b,"cubemap_xml"
0x7101878f77,"%s.ftxb"
0x7101878f7f,"/texture"
0x7101878f88,"user_data_array"
0x7101878f98,"length"
0x7101878f9f,"user_data"
0x7101878fa9,"hdr_coeff"
0x7101878fb3,"index"
0x7101878fb9,"user_float"
0x7101878fc4,"count"
0x7101878fca,"illuminantinfo_%d"
0x7101878fdc,"refer_entity"
0x7101878fe9,"refer_tex"
0x7101878ff3,"intensity"
0x7101878ffd,"scale"
0x7101879003,"distance"
0x710187900c,"blend_type"
0x7101879017,"Width  : %d\nMip    : %d\n"
0x7101879030,"光源 %d"
0x710187903a,"cubemap_mgr"
0x7101879046,"cubemap_unit_%d"
0x7101879056,"%s0.ftxb --output=%s.ftxb --depth=%d --no-encoding"
0x7101879089," \"%s%d.ftxb\""
0x7101879096,"%f "
0x710187909a,"GroupHeader = %s, Layout = Wrap"
0x71018790ba,"Min = 0, Max = %d"
0x71018790cc,"SamplePoint"
0x71018790d8,"生成状況 : %3d / %3d"
0x71018790f1,"+x.tga"
0x71018790f8,"-x.tga"
0x71018790ff,"+y.tga"
0x7101879106,"-y.tga"
0x710187910d,"+z.tga"
0x7101879114,"-z.tga"
0x710187911b,"File = cmd.exe, NoWindow = True, WindowStyle = Hidden, Arg = /C del"
0x710187915f,"Offset2"
0x7101879167,"Joint2Name"
0x7101879172,"Thickness"
0x710187917c,"*On"
0x7101879180,"*Off"
0x7101879185,"---\n"
0x710187918a,"%s:\n"
0x710187918f,"-\n"
0x7101879192,"%s: %s\n"
0x710187919a,"%s: %d\n"
0x71018791a2,"%s: %u\n"
0x71018791aa,"%s: %f\n"
0x71018791b2,"%s: %lld\n"
0x71018791bc,"%s: %llu\n"
0x71018791c6,"%s: %8.8f\n"
0x71018791d1,"%s: "
0x71018791d6,"%s: \n"
0x71018791dc,"- %s\n"
0x71018791e2,"- %d\n"
0x71018791e8,"- %f\n"
0x71018791ee,"- "
0x71018791f1,"- %lld\n"
0x71018791f9,"- %llu\n"
0x7101879201,"- %8.8f\n"
0x710187920a,"%*c"
0x710187920e,"*\n*"
0x7101879212,"%s'%s'\n"
0x710187921a,"%s|\n"
0x710187921f,"GpuPerfAreaParamArray"
0x7101879235,"音源スピード"
0x7101879248,"音源スピード(リスナ相対)"
0x710187926c,"音源回転速度(前)"
0x7101879284,"音源回転速度(上)"
0x710187929c,"再生経過フレーム"
0x71018792b5,"seq"
0x71018792b9,"strm"
0x71018792be,"wave"
0x71018792c3,"MainAudioOut"
0x71018792d0,"nn::atk::detail::driver::SoundThread"
0x71018792f5,"nn::atk::detail::TaskThread"
0x7101879311,"nn::atk::DeviceOutRecorder"
0x710187932c,"OpusDecoder"
0x7101879338,"HardwareOpusDecoder"
0x710187934c,"Decoder"
0x7101879354,"fs::ResultPathNotFound"
0x710187936b,"fs::ResultDataCorrupted"
0x7101879383,"fs::ResultTargetLocked"
0x710187939a,"0x%08x is the game server ID for NEX sample demo server. "
0x71018793d4,"MMQea3n!fsik"
0x71018793e1,"2%03d%04d"
0x71018793eb,"dummy"
0x71018793f1,"It took %u msec for RendezVous::Login()"
0x7101879419,"nn::account::AsyncContext::HasDone returned false. Call nn::account::Cancel() and nn::os::SystemEvent::Wait()"
0x7101879487,"nn::account::EnsureNetworkServiceAccountIdTokenCacheAsync failed. nn::result: %08x"
0x71018794da,"nn::account::EnsureNetworkServiceAccountIdTokenCacheAsync nn::account::AsyncContext.GetResult() failed. nn::result: %08x"
0x7101879553,"It took %u msec for nn::account::EnsureNetworkServiceAccountIdTokenCacheAsync()"
0x71018795a3,"nn::account::GetNetworkServiceAccountId failed. nn::result: %08x"
0x71018795e4,"nn::account::LoadNetworkServiceAccountIdTokenCache failed. nn::result: %08x"
0x7101879630,"eyJhbGciOiJSUzI1NiIsImprdSI6Imh0dHBzOi8vZTAzYTk3ODE5Yzk3MTFlNTk1MTBkODIwYTUyZjI5OGEtc2IuYmFhcy5uaW50ZW5kby5jb20vMS4wLjAvY2VydGlmaWNhdGVzIiwidHlwIjoiSldUIiwia2lkIjoiZHVtbXlUb2tlbi0xMjM0NTY3OC1hYmNkLTAwMDAtMDAwMC1mZmZmZmZmZmZmZmYifQ.eyJqdGkiOiIwZDgwNzAxMS0xMmRhLTRjYjctOTIwMC04ZTAxZWJkZGUxYTEiLCJzdWIiOiIyNTQwYmU0MDAiLCJleHAiOjE0Njg0ODIzNzcsIm5pbnRlbmRvIjp7ImFpIjoiMDEyMzQ1Njc4OTAxMjM0NSIsInBjIjoiSEFDLVMtWlpaWlYoVVNaKSIsImR0IjoiTlggVkRldiAxIiwic24iOiJYQVYwOTk5OTk5OTk5OSIsImRpIjoiNjEwMDAwMDAzYjlhYzlmZiJ9LCJpc3MiOiJodHRwczovL2UwM2E5NzgxOWM5NzExZTU5NTEwZDgyMGE1MmYyOThhLXNiLmJhYXMubmludGVuZG8uY29tIiwiaWF0IjoxNDY4Mzk1OTc3LCJiczpkaWQiOiI3M2U5Mzk5NDY5ODYxMzdkIiwidHlwIjoiaWRfdG9rZW4iLCJhdWQiOiJiNDMyNzFlNDJhZjMxZTNmIn0.5qIiUgfg2K7k8W7HynEUKu5f_a8BGcLWhzsrDzdlFpWjKr5-p8WWowDeXDjnNYkT3iY3q3hHuGJALyfeh25El2PwJEQ22B7c8JBiAfNXtZ_4TQpDOttFWl05gXzrqQ6In_VcFPhekhh8amK0-YLH9JKSiGhFVFDxjPpaEhdzKhOoeosKbf7Fqq9QVzbmaIUuw0j9BQeY4i9dmA_77UNDUSsJfu59UkZimfJvqAVEDQz-9xxNfUW6sLnAykJNtFQSfczV0Jv8kWydqqxiuhzHtkeoSeeW1Rjh7ZegLWzzyU58Z0NtYIeWTKlTq7PKyHrA9zT2fQIUj0Fp6_TnNTXX7Q"
0x7101879a52,"g%08x-%%.s.n.srv.nintendo.net"
0x7101879a70,"https://%s/"
0x7101879a7c,"Signature check failed ('%c%c%c%c' must be '%c%c%c%c')."
0x7101879ab4,"SARC"
0x7101879ab9,"SFAT"
0x7101879abe,"SFNT"
0x7101879ac3,"__Combined.bntx"
0x7101879ad3,"%s/%s/%s"
0x7101879adc,"__ArchiveShader.bnsh"
0x7101879af1,"__arcsh"
0x7101879af9,"__ArchiveShader.bushvt"
0x7101879b10,"%s/"
0x7101879b14,"%s/%s/"
0x7101879b1b,"%s_%s.bflan"
0x7101879b27,"ArchiveShader"
0x7101879b35,".bnsh"
0x7101879b3b,"uConstantBufferForVertexShader"
0x7101879b5a,"uConstantBufferForGeometryShader"
0x7101879b7b,"uConstantBufferForPixelShader"
0x7101879b99,"uTexture0"
0x7101879ba3,"uTexture1"
0x7101879bad,"uTexture2"
0x7101879bb7,"aVertexIndex"
0x7101879bc4,"aTexCoord"
0x7101879bce,".bfttf"
0x7101879bd5,".bfotf"
0x7101879bdc,".otf"
0x7101879be1,"%08X_"
0x7101879be7,"g3d_uniform"
0x7101879bf3,"The Resource is not found in VfxSystem. ResourceId : %d.\n"
0x7101879c2d,"The EmitterSet is not found in this resource. EmitterSet Id : %d. ResourceId : %d\n"
0x7101879c80,"EmitterResource Setup Failed.\n"
0x7101879c9f,"CustomShader Callback is not established. CustomShaderID : %d\n"
0x7101879cde,"CustomAction Callback is not established. CustomActionID : %d\n"
0x7101879d1d,"Emitter Initialize Failed.\n"
0x7101879d39,"Binary Tag Error.\n"
0x7101879d4c,"Data    Version:%d\n"
0x7101879d60,"Runtime Version:%d\n"
0x7101879d74,"Binary Version Error!!! Please check your binary file.\n"
0x7101879dac,"Data    API:%d\n"
0x7101879dbc,"Runtime API:%d\n"
0x7101879dcc,"Graphic API Unmatched Error!!! Please check your binary file.\n"
0x7101879e0b,"Required Alignment:%d\n"
0x7101879e22,"               Gap:%d\n"
0x7101879e39,"Alignment Unmatched Error!!! Please check your binary file.\n"
0x7101879e76,"Heap is not set in the argument of the resource destruction method."
0x7101879eba,"Faild to initialize primitive: Index %d \n"
0x7101879ee4,"Appointed Texture is not found from Resident Resource.\n"
0x7101879f1c,"The Texture which was not found is %s.\n"
0x7101879f44,"Appointed Primitive is not found from Resident Resource.\n"
0x7101879f7e,"-------[ResourceInfo]-------\n"
0x7101879f9c,"Resource       ID  :%8d\n"
0x7101879fb5,"EmitterSet[0]  Name:%s\n"
0x7101879fcd,"---------[Resource]---------\n"
0x7101879feb,"EmitterSet     Num :%8d\n"
0x710187a004,"Emitter        Num :%8d\n"
0x710187a01d,"               Size:%8d\n"
0x710187a036,"Shader         Num :%8d\n"
0x710187a04f,"            BinSize:%8d\n"
0x710187a068,"ComputeShader  Num :%8d\n"
0x710187a081,"Texture        Num :%8d\n"
0x710187a09a,"Primitive      Num :%8d\n"
0x710187a0b3,"G3dPrimitive   Num :%8d\n"
0x710187a0cc,"-----------[Heap]-----------\n"
0x710187a0ea,"Allocate       Size:%8d\n"
0x710187a103,"Allocate      Count:%8d\n"
0x710187a11c,"-Texture       Size:%8d\n"
0x710187a135,"-Primitive     Size:%8d\n"
0x710187a14e,"-G3dPrimitive  Size:%8d\n"
0x710187a167,"-Shader        Size:%8d\n"
0x710187a180,"-ConstBuffer   Size:%8d\n"
0x710187a199,"-EmitterSet    Size:%8d\n"
0x710187a1b2,"-Emitter       Size:%8d\n"
0x710187a1cb,"----------------------------\n"
0x710187a1e9,"StripeSystem is already initialized.\n"
0x710187a20f,"[Stripe] Memory Allocate Error!! : %d\n"
0x710187a236,"Stripe instance is null\n"
0x710187a24f,"Stripe instance is not used\n"
0x710187a26c,"EmitterPluginUserData is empty\n"
0x710187a28c,"Vertex buffer for stripe has not allocated\n"
0x710187a2b8,"Buffer for stripe history is not enough\n"
0x710187a2e1,"There is no available Stripe instance.\n"
0x710187a309,"SuperStripeSystem is already initialized.\n"
0x710187a334,"[SuperStripe] Memory Allocate Error!! : %d\n"
0x710187a360,"SuperStripe instance is null\n"
0x710187a37e,"SuperStripe instance is not used\n"
0x710187a3a0,"System Static     WorkSize : %d \n"
0x710187a3c2,"System Static     AlcCount : %d \n"
0x710187a3e4,"  DelayFree       WorkSize : %d \n"
0x710187a406,"  Random          WorkSize : %d \n"
0x710187a428,"  Resource        WorkSize : %d \n"
0x710187a44a,"  EmitterSet      WorkSize : %d ( EmitterSetNum:%d )\n"
0x710187a480,"  Emitter         WorkSize : %d ( EmitterNum:%d )\n"
0x710187a4b3,"  EmitterCalc     WorkSize : %d \n"
0x710187a4d5,"  EmitterConstBuf WorkSize : %d \n"
0x710187a4f7,"  EmitterSetSort  WorkSize : %d \n"
0x710187a519,"  ParticleSort    WorkSize : %d \n"
0x710187a53b,"  NoiseTexture    WorkSize : %d \n"
0x710187a55d,"  TempBuffer      WorkSize : %d \n"
0x710187a57f,"-------------------------------\n"
0x710187a5a0,"Stripe            WorkSize : %d \n"
0x710187a5c2,"vfx system deleted the registered binary. resource id : %d."
0x710187a5fe,"vfx system deleted the registered binary. resource id : %d.\n"
0x710187a63b,"The Resource to be cleared does not exist. ResourceId : %d.\n"
0x710187a678,"There is no available EmitterSet instance.\n"
0x710187a6a4,"There is no available Emitter instance.\n"
0x710187a6cd,"maxParticleCount must be larger than maxEmitCountPerFrame.\n"
0x710187a709,"ResourceID: %d does not exist.\n"
0x710187a729,"Manual EmitterSet must not to have Child Emitter.\n"
0x710187a75c,"CreateEmitterSetId has failed.\n"
0x710187a77c,"EmitterSet has been already deleted.\n"
0x710187a7a2,"EmitterSet Remove Failed.\n"
0x710187a7bd,"Invalid EmitterSet has been detected. Invalidates handle."
0x710187a7f7,"  %s - %s\n"
0x710187a802,"  %s-%s-GroupId:%d\n"
0x710187a816,"Particle sort has failed. More buffer size is needed. \n"
0x710187a84e,"TemporaryBuffer Allocation Failed. Allocation size : %d Byte.\n"
0x710187a88d,"Current TemporaryBuffer Allocation : %d/%d.\n"
0x710187a8ba,"Texture Sampler Table Already Created.\n"
0x710187a8e2,"GpuBuffer management domain is lacking. \n"
0x710187a90c,"GpuBuffer Allocation Failed. Allocated size : %d Byte.\n"
0x710187a944,"Current GpuBuffer Allocation : %d/%d.\n"
0x710187a96b,"sysPosAttr"
0x710187a976,"sysNormalAttr"
0x710187a984,"sysTangentAttr"
0x710187a993,"sysVertexColor0Attr"
0x710187a9a7,"sysTexCoordAttr"
0x710187a9b7,"sysLocalPosAttr"
0x710187a9c7,"sysLocalVecAttr"
0x710187a9d7,"sysLocalDiffAttr"
0x710187a9e8,"sysScaleAttr"
0x710187a9f5,"sysRandomAttr"
0x710187aa03,"sysInitRotateAttr"
0x710187aa15,"sysColor0Attr"
0x710187aa23,"sysColor1Attr"
0x710187aa31,"sysEmtMat0Attr"
0x710187aa40,"sysEmtMat1Attr"
0x710187aa4f,"sysEmtMat2Attr"
0x710187aa5e,"sysEmitterPluginAttr0"
0x710187aa74,"sysEmitterPluginAttr1"
0x710187aa8a,"sysEmitterPluginAttr2"
0x710187aaa0,"sysEmitterPluginAttr3"
0x710187aab6,"sysEmitterPluginAttr4"
0x710187aacc,"ShaderBinary Bind Error.\n"
0x710187aae6,"%s.fmdb : A format of _u1 is different from _uo of the particle shape.\n"
0x710187ab2e,"sysEmitterDynamicUniformBlock"
0x710187ab4c,"sysEmitterStaticUniformBlock"
0x710187ab69,"sysEmitterFieldUniformBlock"
0x710187ab85,"sysCurlNoiseTextureArray"
0x710187ab9e,"sysPosBuff"
0x710187aba9,"sysVecBuff"
0x710187abb4,"sysPosDeltaBuff"
0x710187abc4,"sysScaleBuff"
0x710187abd1,"sysRandomBuff"
0x710187abdf,"sysEmtMat0Buff"
0x710187abee,"sysEmtMat1Buff"
0x710187abfd,"sysEmtMat2Buff"
0x710187ac0c,"sysTextureSampler0"
0x710187ac1f,"sysTextureSampler1"
0x710187ac32,"sysTextureSampler2"
0x710187ac45,"sysFrameBufferTexture"
0x710187ac5b,"sysDepthBufferTexture"
0x710187ac71,"sysCustomShaderTextureSampler0"
0x710187ac90,"sysCustomShaderTextureSampler1"
0x710187acaf,"sysCustomShaderTextureSampler2"
0x710187acce,"sysCustomShaderTextureSampler3"
0x710187aced,"sysCustomShaderTextureArraySampler0"
0x710187ad11,"sysCustomShaderTextureArraySampler1"
0x710187ad35,"sysCustomShaderTextureArraySampler2"
0x710187ad59,"sysCustomShaderTextureArraySampler3"
0x710187ad7d,"sysCustomShaderTexture3DSampler0"
0x710187ad9e,"sysCustomShaderTexture3DSampler1"
0x710187adbf,"sysCustomShaderTexture3DSampler2"
0x710187ade0,"sysCustomShaderTexture3DSampler3"
0x710187ae01,"sysCustomShaderCubeSampler0"
0x710187ae1d,"sysCustomShaderCubeSampler1"
0x710187ae39,"sysCustomShaderCubeSampler2"
0x710187ae55,"sysCustomShaderCubeSampler3"
0x710187ae71,"sysCustomShaderCubeArraySampler0"
0x710187ae92,"sysCustomShaderCubeArraySampler1"
0x710187aeb3,"sysCustomShaderCubeArraySampler2"
0x710187aed4,"sysCustomShaderCubeArraySampler3"
0x710187aef5,"sysCustomShaderShadowSampler0"
0x710187af13,"sysCustomShaderShadowSampler1"
0x710187af31,"sysCustomShaderShadowSampler2"
0x710187af4f,"sysCustomShaderShadowSampler3"
0x710187af6d,"sysCustomShaderShadowArraySampler0"
0x710187af90,"sysCustomShaderShadowArraySampler1"
0x710187afb3,"sysCustomShaderShadowArraySampler2"
0x710187afd6,"sysCustomShaderShadowArraySampler3"
0x710187aff9,"sysViewUniformBlock"
0x710187b00d,"sysEmitterPluginUniformBlock"
0x710187b02a,"sysCustomShaderReservedUniformBlockParam"
0x710187b053,"sysCustomShaderUniformBlock0"
0x710187b070,"sysCustomShaderUniformBlock1"
0x710187b08d,"sysCustomShaderUniformBlock2"
0x710187b0aa,"sysCustomShaderUniformBlock3"
0x710187b0c7,"ConnectionStripeSystem is already initialized.\n"
0x710187b0f7,"[ConnectedStripe] Memory Allocate Error!! : %d\n"
0x710187b127,"\n//================= PROGRAM HALT ==================//\nSource File: %s\nLine Number: %d\nDescription: "
0x710187b18c,"\n//=================================================//"
0x710187b1c3,"SdkAssert"
0x710187b1cd,"SdkRequires"
0x710187b1d9,"UserAssert"
0x710187b1e4,"Abort"
0x710187b1ea,"UnexpectedDefault"
0x710187b1fc,"unknown reason"
0x710187b20b,"unknown type"
0x710187b218,"SDK has been aborted or failed assertion with no message."
0x710187b252,"Exception! on Core %u"
0x710187b268,"\nUser Backtrace\n"
0x710187b279,"hostio"
0x710187b280,"  heap_type: SeparateHeap\n"
0x710187b29b,"  block_list_size: %d\n"
0x710187b2b2," BlockList size: %d\n"
0x710187b2c7,"  heap_type: UnitHeap\n"
0x710187b2de,"  block_size: %llu\n"
0x710187b2f2,"  area_start: %llu\n"
0x710187b306,"  area_size: %llu\n"
0x710187b319,"          HeapType: UnitHeap\n"
0x710187b337,"         BlockSize: %llu\n"
0x710187b351,"         AreaStart: 0x%016llX\n"
0x710187b370,"          AreaSize: %llu\n"
0x710187b38a,"JPja USen USes USfr EUen EUes EUfr EUde EUit"
0x710187b3b7,"JPja USen USes USfr USpt EUen EUes EUfr EUde EUit EUpt EUnl EUru"
0x710187b3f8,"JPja USen USes USfr USpt EUen EUes EUfr EUde EUit EUpt EUnl EUru KRko CNzh TWzh"
0x710187b448,"JP, US, EU, KR, CN, TW"
0x710187b45f,"ja, en, es, fr, de, it, pt, nl, ru, ko, zh"
0x710187b48a,"DecompThread"
0x710187b497,"<?xml version=\"1.0\" encoding=\"utf-8\"?>\n"
0x710187b4bf,"<!DOCTYPE doc[\n"
0x710187b4cf,"<!ENTITY %s \"%s\">\n"
0x710187b4e2,"]>\n"
0x710187b4e6,"OCTYPE"
0x710187b4ed,"NTITY "
0x710187b4f4,"CDATA["
0x710187b4fb,"ASE64["
0x710187b502,"BASE64["
0x710187b50a,"<![CDATA["
0x710187b514,"]]>"
0x710187b518,"<![CDATA[<!BASE64["
0x710187b52b,"]>]]>"
0x710187b531,">\n"
0x710187b534,"</"
0x710187b537,"/>"
0x710187b53a,"lt"
0x710187b53d,"gt"
0x710187b540,"amp"
0x710187b544,"apos"
0x710187b549,"quot"
0x710187b554,"MsgStdBn"
0x710187b55d,"LBL1"
0x710187b562,"TXT2"
0x710187b567,"ATR1"
0x710187b56c,"ATO1"
0x710187b571,"TSY1"
0x710187b576,"MsgPrjBn"
0x710187b57f,"CLR1"
0x710187b584,"CLB1"
0x710187b589,"ATI2"
0x710187b58e,"ALB1"
0x710187b593,"ALI2"
0x710187b598,"TGG2"
0x710187b59d,"TAG2"
0x710187b5a2,"TGP2"
0x710187b5a7,"TGL2"
0x710187b5ac,"SYL3"
0x710187b5b1,"SLB1"
0x710187b5b6,"CTI1"
0x710187b5bb,"D:/home/TokyoProject/RedStar/Library/sead/engine/library/modules/src/basis/nin/seadRawPrintNin.cpp"
0x710187b61e,"PrintStringImpl"
0x710187b62e,"不正な ExceptionType です"
0x710187b64d,"UserException handler is called.\n"
0x710187b66f,"==============================================================================\n"
0x710187b6bf,"  許可されていないシステムコール(%u)の呼び出し  (ExceptionType=0x%04X)\n"
0x710187b71b,"  %s  (ExceptionType=0x%04X)\n"
0x710187b739,"未マップ空間へのメモリアクセスが発生"
0x710187b770,"パーミション違反のメモリアクセスが発生"
0x710187b7aa,"アライメント違反のメモリアクセスが発生"
0x710187b7e4,"OS もしくはハードウェアの異常を検出"
0x710187b818,"  %s (DFSC=0x%02X)\n"
0x710187b82c,"  Accessed to: 0x%P\n"
0x710187b841,"Thread         : 0x%P (%s)\n"
0x710187b85d,"Fiber          : 0x%P\n"
0x710187b874,"  Accessed to  : 0x%P (Detect stack overflow on guard pages)\n"
0x710187b8b2,"  Accessed to  : 0x%P (Perhaps stack overflow ?)\n"
0x710187b8e4,"  Stack Top    : 0x%P\n"
0x710187b8fb,"  Stack Bottom : 0x%P (size=0x%zx)\n"
0x710187b91f,"r%-2d     = 0x%016llX (%21lld)\n"
0x710187b93f,"r30(lr) = 0x%016llX (%21lld)\n"
0x710187b95d,"sp      = 0x%016llX (%21lld)\n"
0x710187b97b,"pc      = 0x%016llX (%21lld)\n"
0x710187b999,"pstate"
0x710187b9a0,"%-7s = 0x%08X (N=%d Z=%d C=%d V=%d Q=%d J=%d E=%d T=%d IT=0x%02X GE=0x%X)\n"
0x710187b9eb,"afsr0   = 0x%08X\n"
0x710187b9fd,"afsr1   = 0x%08X\n"
0x710187ba0f,"esr     = 0x%08X (EC=0x%02X IL=%d ISS=0x%06X)\n"
0x710187ba3e,"far     = 0x%P\n"
0x710187ba4e,"V%-2d = 0x%016llX%016llX (%LE)\n"
0x710187ba6e,"  0x%p (unknown)\n"
0x710187ba80,"  0x%p %s + 0x%zx\n"
0x710187ba93,"Stack trace:\n"
0x710187baa1,"Stack dump:\n"
0x710187baae,"0x%P: "
0x710187bab5,"   "
0x710187bab9,"%02X "
0x710187babf,"Modules:\n"
0x710187bac9,"  %-*s   %-*s   path\n"
0x710187badf,"base"
0x710187bae4,"size"
0x710187bae9,"  0x%P 0x%P %s\n"
0x710187baf9,"不正なメモリ領域への命令アクセス"
0x710187bb2a,"不正なメモリ領域へのデータアクセス"
0x710187bb5e,"不正なアライメントでの命令アクセス"
0x710187bb92,"不正なアライメントでのデータアクセス"
0x710187bbc9,"未定義命令の実行"
0x710187bbe2,"例外命令の実行"
0x710187bbf8,"メモリシステムエラー"
0x710187bc17,"浮動小数点数演算例外"
0x710187bc36,"無効なシステムコールの呼び出し"
0x710187bc64,"(unknown)"
0x710187bc6e,""
0x710187bc80,"%d %d"
0x710187bc86,"%d %d %d"
0x710187bc8f,"%d %d %d %d"
0x710187bc9b,"user_int"
0x710187bca4,"string"
0x710187bcab,"user_string"
0x710187bcb7,"/\\"
0x710187bcbc,"agl::env::CubeMap"
0x710187bcce,"render_cubemap_color"
0x710187bce3,"render_cubemap_depth"
0x710187bcf8,"aglenv"
0x710187bcff,"Icon = LIGHT"
0x710187bd0c,"group"
0x710187bd12,"%2d:%-64s(%4d[byte]) x %3d = %8d[byte]"
0x710187bd39,"Total:%8d[byte]"
0x710187bd49,"Icon=FOLDER_BLUE"
0x710187bd5a,"GroupHeader = %s"
0x710187bd6b,"Icon=CIRCLE_GREEN"
0x710187bd7d,"EnvSet"
0x710187bd84,"タイプ"
0x710187bd8e,"setting"
